"","Cluster ID","Average Coverage","SD Coverage","Average Divergence","SD Divergence","Slope","Estimated Half-life","Top Hit","No. of Hits","%cluster","%genome"
"136","CL195",114.377886178862,NA,0.084424987,NA,NA,NA,"Simple_repeat","6hits","0.407%","0.027"
"137","CL198",54.5849756097561,5.63284711194575,0.041801756,0.00268027835459267,"-16.7506568330463",0.0413802985440236,"Simple_repeat","11hits","0.691%","0.026"
"138","CL200",89.3365853658537,NA,0.049020911,NA,NA,NA,"Simple_repeat","32hits","1.43%","0.025"
"139","CL205",94.7141463414634,NA,0.058379904,NA,NA,NA,"Simple_repeat","7hits","0.353%","0.023"
"140","CL206",52.5466666666667,NA,0.053271995,NA,NA,NA,"Simple_repeat","38hits","3.52%","0.022"
"141","CL208",60.7801300813009,17.8734058848331,0.0509152285,0.0231368853124941,"5.60150687160235",-0.123742984958914,"Simple_repeat","29hits","1.74%","0.021"
"142","CL209",34.4269918699187,7.81482916896134,0.0457450055,0.00267144022693462,"-37.224705545703",0.0186206222560694,"Simple_repeat","9hits","0.492%","0.021"
"143","CL212",68.3586991869919,6.90274190492937,0.030037779,0.0117889478955524,"3.72629127210605",-0.186015297770372,"Simple_repeat","37hits","3%","0.02"
"144","CL213",66.557918699187,4.66915829939408,0.050085029,0.00134853889875005,"-22.6108189530985",0.0306555539628059,"LTR.Gypsy","26hits","2.89%","0.02"
"145","CL214",44.359783197832,17.399593642755,0.083379338,0.0137897503277705,"13.1950778421221",-0.0525307382687233,"LINE.L1","19hits","1.13%","0.02"
"146","CL218",81.0087804878049,NA,0.046596499,NA,NA,NA,"Simple_repeat","63hits","4.9%","0.019"
"147","CL222",25.5366829268293,0.0095200717856978,0.0248447735,0.00737936990399671,"0.0219402099807754",-31.5925499877758,"Simple_repeat","2hits","0.171%","0.018"
"148","CL223",71.7157723577236,NA,0.03311337,NA,NA,NA,"Simple_repeat","21hits","1.57%","0.018"
"149","CL224",80.3043902439024,NA,0.048189706,NA,NA,NA,"Simple_repeat","25hits","3.2%","0.018"
"150","CL225",43.4813983739838,12.143334464892,0.0466272545,0.00385392782604508,"-31.8902872529028",0.0217353696146733,"LINE.L1","2hits","0.183%","0.017"
"151","CL226",64.4854959349593,8.06175315648592,0.041787009,0.00537437357568973,"-10.1288242593009",0.0684331332852826,"Simple_repeat","11hits","0.817%","0.017"
"152","CL227",24.8370731707317,10.1731156606715,0.04794355575,0.0169926156437774,"13.4698737222386",-0.0514590704303017,"LTR.Copia","455hits","91.8%","0.017"
"153","CL231",50.6352520325203,NA,0.044369503,NA,NA,NA,"Simple_repeat","1hits","0.0675%","0.016"
